Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Duplicate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Investigation reason),Custom field (Issue color),Custom field (Operational categorization),Custom field (Organizations),Custom field (Pending reason),Custom field (Product categorization),Custom field (Production Outage Severity),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Root cause),Satisfaction rating,Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story point estimate),Custom field (Urgency),Custom field (Workaround),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
thebestcolleges.org - Ashford DL Broken,HE-500,11279,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,28/Oct/18 11:27 PM,03/Nov/18 12:59 PM,19/Mar/19 1:06 PM,31/Oct/18 12:59 PM,,0,TheBestColleges.org,,,,,,,,,,,,,,,,,dacosta,syncbot,,,,,,,,,,,,28/Oct/18 11:26 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;image.png;https://highereducation.atlassian.net/secure/attachment/10143/image.png,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i007av:,he/09f1f327-dcaa-4493-a28b-5d098f595273,English,,,,,,,Product Malfunction,,,,,,2018-10-29 04:27:43.14,"28/Oct/18 11:27 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;

!image.png|thumbnail!",28/Oct/18 11:27 PM;dacosta;This issue requires your attention. [~mcomardo],29/Oct/18 3:00 PM;dacosta;This issue requires your attention. [~dacosta],"29/Oct/18 3:25 PM;dacosta;This seems to be a bug. Escalating to Dave Ashworth.
Ashford U shouldn't show up since it has no cap for TBC.org.","29/Oct/18 3:59 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Hello [Dave Ashworth](https://app.asana.com/0/222991954176849/list),

I believe this might be a bug: 
Ashford U is showing up in third place here https://forms.thebestcolleges.org/search?publisher=462 (when no DCS is selected).
However, no Ashford cap has TBC.org as a publisher. 

I must point out that at the beginning of the month 32 clicks were sent to a PAUSED cap (https://edudirect.cmn.com/schools/9/providers/390/caps/1069) this stopped happening so it was monitored and closed. I'm mentioning this because this cap does have TBC.org as a publisher.

Thank you and let me know if I can assist with anything!","29/Oct/18 4:09 PM;syncbot;➤ {color:#999999}_Dave Ashworth commented:_{color}

Oh, this is a general widget again (no DCS) and the Asana task for having general widgets respect caps is still pending release I believe.","29/Oct/18 4:14 PM;syncbot;➤ {color:#999999}_Dave Ashworth commented:_{color}

If Ashford should be blocked from that domain, a MOD rule will need to be created in the meantime.","29/Oct/18 4:40 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

[Justin Lam](https://app.asana.com/0/224711320599358/list) Could you create a MOD rule to ban ASHFORD UNIVERSITY from showing up on thebestcolleges.org???
Please! And thank you!","30/Oct/18 9:33 AM;syncbot;➤ {color:#999999}_Justin Lam commented:_{color}

Created the rule. [Dave@Cafeto](https://app.asana.com/0/623227981136756/list) can you confirm it goes live in prod sometime today?  Much thanks!!

https://platform.highereducation.com/mod#eyJ2YWx1ZXMiOnsibGFiZWxzIjpbeyJsYWJlbCI6IkJsb2NrIn1dLCJwaW5JZCI6MTk1MSwicm91dGUiOiJpbnZlbnRvcnktY3JlYXRlIn19","30/Oct/18 9:43 AM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Thanks [Justin Lam](https://app.asana.com/0/224711320599358/list)!  Will do!","31/Oct/18 12:57 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Closing this up. MOD rules are excluding Ashford  from the site. Thank you all!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC.com: Capella DL / Walden SEL form broken ,HE-499,11278,Incident,Waiting for customer,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,28/Oct/18 10:29 PM,31/Oct/18 3:36 PM,19/Mar/19 1:06 PM,,,0,BestColleges.com,Monetization,,,,,,,,,,,,,,"*(Functional) - Broken Directory Link _(Capella University)_*
-https://www.bestcolleges.com/features/best-online-masters-in-health-informatics-programs/

*(Functional) - Form Issue : No selections on dropdown button “select a program” _(Walden University)_*
-https://college.bestcolleges.com/forms/walden-university
-https://college.bestcolleges.com/search?publisher=904",,dacosta,,,,,,,,,,,,,29/Oct/18 3:34 PM;dacosta;BCcom-CapellaEL.gif;https://highereducation.atlassian.net/secure/attachment/10144/BCcom-CapellaEL.gif,29/Oct/18 3:35 PM;dacosta;BCcom-WaldeFORM.gif;https://highereducation.atlassian.net/secure/attachment/10145/BCcom-WaldeFORM.gif,28/Oct/18 10:27 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;image.png;https://highereducation.atlassian.net/secure/attachment/10142/image.png,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i007an:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,,,,,,,Product Malfunction,,,,,,2018-10-29 03:29:18.804,"28/Oct/18 10:29 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;

!image.png|thumbnail!",28/Oct/18 10:29 PM;dacosta;This issue requires your attention. [~mcomardo],29/Oct/18 3:00 PM;dacosta;This issue requires your attention. [~dacosta],"29/Oct/18 3:34 PM;dacosta;Hi Eric! Please create different tasks for different school issues, to ease follow up and troubleshooting.

-The Capella EL is working just fin for me, I'll attach a gif. Please let me know it it's still broken for you.

-The same for Walden, is the form being shown on a specific site? When I go to https://college.bestcolleges.com/search?publisher=904 and click on Walden, it takes me to EXCL site (as expected):

Thank you for reporting! Let me know if they're still broken on your side.

","29/Oct/18 3:35 PM;dacosta;Capella:
 !BCcom-CapellaEL.gif! 

Walden:
 !BCcom-WaldeFORM.gif! ","31/Oct/18 3:36 PM;dacosta;Hi there, we haven't heard from you in a while. If you would like to keep this request open or if you have additional information, just reply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bestmastersdegrees.com - Widget malfunction,HE-498,11274,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,,dacosta,syncbot,syncbot,25/Oct/18 3:41 PM,29/Oct/18 2:04 PM,19/Mar/19 1:06 PM,,,0,ASANA,Incident,Monetization,TheBestColleges.org,Widgets,,,,,,,,,,,"*Mobile: SamsungS5 Chrome* Dropdown button does not work
https://www.bestmastersdegrees.com/

┆{color:#707070}Attachments: [TBCorg.gif|https://app.asana.com/app/asana/-/get_asset?asset_id=883383365222980]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0079r:,,English,,,,,,,,,,,,,2018-10-25 20:41:16.134,25/Oct/18 3:41 PM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 3:49 PM;dacosta;Hello Please confirm this issue, I am trying to replicate, but everything seems to be working fine on my end.","25/Oct/18 5:45 PM;syncbot;➤ {color:#999999}_Offshore Team commented:_{color}

Sorry, placed the wrong website. This is the one with the issue; www.bestmastersdegrees.com","27/Oct/18 3:51 PM;dacosta;Hi there, we haven't heard from you in a while. If you would like to keep this request open or if you have additional information, just reply.",27/Oct/18 10:43 PM;syncbot;Transition made by Unito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Widget frozen and Ad block not showing,HE-497,11273,Incident,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba,25/Oct/18 2:38 PM,25/Oct/18 2:53 PM,19/Mar/19 1:06 PM,25/Oct/18 2:53 PM,,0,AdBlock,EXCL,Incident,USnews.com,Widgets,,,,,,,,,,,"USN page not loading WID and Ad-Block not being shown either on page.  Need to escalate as we generate a lot of leads from this page. 

https://www.usnews.com/education/online-education/cybersecurity-masters-degree",,dacosta,,,,,,,,,,,,,25/Oct/18 2:52 PM;dacosta;USN.gif;https://highereducation.atlassian.net/secure/attachment/10141/USN.gif,25/Oct/18 2:36 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;image.png;https://highereducation.atlassian.net/secure/attachment/10140/image.png,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i0079j:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b3e2de9a28cbf2e783b08ff(qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b3e2de9a28cbf2e783b08ff),,,,,,Product Malfunction,,,,,,2018-10-25 19:38:07.895,"25/Oct/18 2:38 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;

!image.png|thumbnail!",25/Oct/18 2:38 PM;dacosta;This issue requires your attention. [~mcomardo],25/Oct/18 2:40 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5af34a21f8e21e24e0f918ba;Everything is working now. You can close the ticket.,"25/Oct/18 2:52 PM;dacosta;Yes sir, I was just making a gif because i couldn't replicate the issue.  I'll add it just for fun before closing this! ",25/Oct/18 2:52 PM;dacosta; !USN.gif! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BestMastersDegrees.com - WID Dropdown Broken- Mobile,HE-496,11272,Incident,Waiting for customer,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,25/Oct/18 1:36 PM,27/Oct/18 2:51 PM,19/Mar/19 1:06 PM,,,0,bestmastersdegrees.com,Incident,Mobile,Monetization,Widgets,,,,,,,,,,,BestMastersDegrees.com's WID dropdown button isn't showing any options on mobile.,,dacosta,,,,,,,,,,,,,25/Oct/18 1:35 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;image.png;https://highereducation.atlassian.net/secure/attachment/10139/image.png,25/Oct/18 1:35 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;image.png;https://highereducation.atlassian.net/secure/attachment/10138/image.png,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i0079b:,he/b2fce538-aefb-4186-9124-0cd95e730bf0,English,,,,,,,Production Outage,,,,,,2018-10-25 18:36:48.548,25/Oct/18 1:36 PM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 1:36 PM;qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328;

!image.png|thumbnail!

!image.png|thumbnail!","25/Oct/18 2:50 PM;dacosta;So here it seems like it is an issue on the affiliates behalf. I'm checking into the site and whenever the display width is narrower than 768px, the QDF widget changes. This new version is the one that does not have any drop down options.

Moreover, I think they might be doing some changes themselves. While I was testing things out, suddenly the QDF for mobile sites was removed. Maybe they already caught the error and are fixing it(?)

If they set up a staging server, it would be helpful, so we can troubleshoot it there.","27/Oct/18 2:51 PM;dacosta;Hi there, we haven't heard from you in a while. If you would like to keep this request open or if you have additional information, just reply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OnlineCollegeCourses.com - Herzing,HE-495,11260,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b5a0c40dfe79e2c947cdecf,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b5a0c40dfe79e2c947cdecf,25/Oct/18 11:46 AM,28/Oct/18 4:59 PM,19/Mar/19 1:06 PM,25/Oct/18 4:59 PM,,0,Compliance,Frontend,Schools,ServiceRequest,,,,,,,,,,,,"Can we remove Herzing University from the page copy? 

http://www.onlinecollegecourses.com/georgia/

",,dacosta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i0076n:,he/0945967d-c632-4593-aba1-64e6117d6e5e,English,,,,,,,,,,,,,2018-10-25 16:46:34.747,25/Oct/18 11:46 AM;dacosta;This issue requires your attention. [~mcomardo],25/Oct/18 4:57 PM;dacosta;Removed the Herzing entry ! ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Compliance]HackCollege.com - Omaha School of Massage and Healthcare Herzing,HE-494,11259,Service Request,Escalated,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b5a0c40dfe79e2c947cdecf,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5b5a0c40dfe79e2c947cdecf,25/Oct/18 11:35 AM,04/Dec/18 4:08 PM,19/Mar/19 1:06 PM,,,0,Compliance,Frontend,Schools,ServiceRequest,,,,,,,,,,,,"As requested by [Shilpa Shyam (away)|https://app.asana.com/0/231159015628484/list]:

Can we get Omaha School of Massage and Healthcare at Herzing taken off of 
https://www.hackcollege.com/school-finder/schools/nebraska/

And get this page taken down - 
https://www.hackcollege.com/school-finder/schools/nebraska/omaha-school-of-massage-and-healthcare-of-herzing-university/

The school has closed down.
Thanks!",,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,2,,,,0|i0076f:,he/0945967d-c632-4593-aba1-64e6117d6e5e,English,,,,,,,,,,,,,2018-10-25 16:35:26.222,25/Oct/18 11:35 AM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 4:22 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Assigning to [Eric Rasch](https://app.asana.com/0/221958638007097/list) ...it's that site again. Escalating compliance issue for frontend.","29/Oct/18 3:33 PM;syncbot;➤ {color:#999999}_Jen G commented:_{color}

OMG! Here is something I can do on this site. 😄

This is done and live!

Thanks!
Jen","29/Oct/18 3:48 PM;syncbot;➤ {color:#999999}_Shilpa Shyam commented:_{color}

Thanks Jen!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AffordableCollegesOnline.org - Different forms from widget,HE-493,11258,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Won't Do,dacosta,syncbot,syncbot,25/Oct/18 11:27 AM,13/Feb/19 9:29 AM,19/Mar/19 1:06 PM,25/Oct/18 1:41 PM,,0,ABUV,AffordableCollegesOnline.org,Monetization,Offshore,ServiceRequest,Widgets,,,,,,,,,,"*Mobile: SamsungS5 Chrome* Widget gives out different forms
https://www.affordablecollegesonline.org/",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i00767:,,English,,,,,,,,,,,,,2018-10-25 16:27:56.177,25/Oct/18 11:27 AM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 1:41 PM;dacosta;This site was recently acquired by HE, currently it is undergoing A/B testing with several other widgets. All them should be normalized towards the end of the year. Thank you for reporting!","13/Feb/19 9:29 AM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

Widget is redirecting to H-E monetization. Thank you for reporting!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastoralcounseling.org - Error link on page,HE-492,11257,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Low,Done,dacosta,syncbot,syncbot,25/Oct/18 11:27 AM,29/Oct/18 10:25 AM,19/Mar/19 1:06 PM,25/Oct/18 1:18 PM,,0,404,Affiliate,links,Offshore,PastoralCounseling.org,ServiceRequest,,,,,,,,,,"*PC: Chrome* Error on link : _The requested URL could not be retrieved_
+https://www.pastoralcounseling.org/+
*Picture* https://docs.google.com/document/d/14fMeC97o-aemV1_qKFZMv5_bWpb7j9HMT0JDgbdDZe8/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0075z:,,English,,,,,,,,,,,,,2018-10-25 16:27:52.728,25/Oct/18 11:27 AM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 1:17 PM;dacosta;This will be forwarded to the affiliate for changes, HE doesn't have access to their code.
Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psychologydegreeonline.net - Outdated Directory Links,HE-491,11256,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Done,dacosta,syncbot,syncbot,25/Oct/18 9:34 AM,25/Oct/18 10:15 AM,19/Mar/19 1:06 PM,25/Oct/18 10:14 AM,,0,DirectoryLinks,Monetization,Offshore,ServiceRequest,,,,,,,,,,,,"*PC: Chrome* Outdated Directory Links _(Kaplan University on Directory Link should be Purdue University)_


* +https://www.psychologydegreeonline.net/bachelors-in-psychology/+
* +https://www.psychologydegreeonline.net/scholarships/+
* +https://www.psychologydegreeonline.net/certification/+

*Picture* https://docs.google.com/document/d/1cuue2ZoR5bPPq7P5wvd7RW6tM8NwWxyjnWCMSVB-wU8/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0075r:,,English,,,,,,,,,,,,,2018-10-25 14:34:19.45,25/Oct/18 9:34 AM;dacosta;This issue requires your attention. [~mcomardo],25/Oct/18 10:14 AM;dacosta;The Links have been replaced with PUG.  Thank you for reporting!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
successfulstudent.org - Less than 3 Directory Links,HE-490,11255,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Won't Do,dacosta,syncbot,syncbot,25/Oct/18 9:34 AM,29/Oct/18 10:26 AM,19/Mar/19 1:06 PM,25/Oct/18 11:20 AM,,0,Affiliate,DirectoryLinks,Monetization,Offshore,ServiceRequest,SuccessfulStudent.org,,,,,,,,,,"*PC: Chrome* Less than 3 Directory Links


* +https://successfulstudent.org/online-hospitality-management-degrees/+
* +https://successfulstudent.org/best-video-game-colleges/+

*Picture*
https://docs.google.com/document/d/1iO9PrAoWHuGwr7_PAoHlLiI_oqp8KGq4YRUtdepMc9k/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0075j:,,English,,,,,,,,,,,,,2018-10-25 14:34:16.075,25/Oct/18 9:34 AM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 11:20 AM;dacosta;These directory links are working correctly. the 'data count' parameter only states how many schools can be shown. However, this doesn't mean there will always be that amount of schools.
The Schools are shown depending on their availability , restrictions and Adblock settings.

Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collegechoice.net - Less than 3 Directory Links,HE-489,11254,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,Medium,Won't Do,dacosta,syncbot,syncbot,25/Oct/18 9:34 AM,29/Oct/18 10:30 AM,19/Mar/19 1:06 PM,25/Oct/18 11:18 AM,,0,Backend,CollegeChoice.net,DirectoryLinks,Incident,Monetization,Offshore,,,,,,,,,,"*PC: Chrome* Less than 3 Directory Links


* +https://www.collegechoice.net/rankings/best-forensic-science-degrees/+
* +https://www.collegechoice.net/rankings/best-interior-design-degrees/+
* https://www.collegechoice.net/rankings/best-sports-management-degrees

*Picture* https://docs.google.com/document/d/1RW1VfYJKRhMpEYHi8Ue0iwD1OGVzFnbLrcJ7Hgqz60Q/edit",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0075b:,,English,,,,,,,,,,,,,2018-10-25 14:34:12.553,25/Oct/18 9:34 AM;dacosta;This issue requires your attention. [~mcomardo],"25/Oct/18 11:18 AM;dacosta;These directory links are working correctly. the 'data count' parameter only states how many schools can be shown. However, this doesn't mean there will always be that amount of schools.
The Schools are shown depending on their availability , restrictions and Adblock settings.

Thank you for reporting.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC.com Profile Update - Eastern Mennonite University,HE-488,11250,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,syncbot,syncbot,24/Oct/18 1:09 PM,24/Oct/18 4:20 PM,19/Mar/19 1:06 PM,24/Oct/18 4:20 PM,,0,ASANA,IPEDS,Schools,ServiceRequest,,,,,,,,,,,,"https://www.bestcolleges.com/schools/232043-eastern-mennonite-university/

The profile updates are attached below, let me know if you need anything else from me!

┆{color:#707070}Attachments: [EMU updates .docx|https://app.asana.com/app/asana/-/get_asset?asset_id=879234132857096]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0074f:,,English,,,,,,,,,,,,,2018-10-24 18:09:28.17,24/Oct/18 1:09 PM;dacosta;This issue requires your attention. [~mcomardo],"24/Oct/18 4:10 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

All the updates were made except the accreditation. I'd need the starting dates to add / modify them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CollegeChoice.net - Broken (immediate attention required),HE-487,11246,Service Request,Closed,HE,Higher Education,service_desk,dacosta,Higher Education Service Desk,https://highereducation.atlassian.net/servicedesk/customer/portal/2,High,Done,dacosta,qm:6fc3e611-5401-48ac-b2fa-b8a969f39e7c:5bd0910b607ed03804018328,syncbot,24/Oct/18 11:10 AM,24/Oct/18 1:25 PM,19/Mar/19 1:06 PM,24/Oct/18 1:25 PM,,0,Affiliate,ASANA,CollegeChoice.net,Incident,,,,,,,,,,,,"CollegeChoice.net is having an issue loading correctly/normally. Widget is also not functioning correctly.

┆{color:#707070}Attachments: [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=879703186563850] | [image.png|https://app.asana.com/app/asana/-/get_asset?asset_id=879703186563852]{color}
",,dacosta,syncbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0073j:,,English,,,,,,,,,,,,,2018-10-24 16:10:36.741,24/Oct/18 11:10 AM;dacosta;This issue requires your attention. [~mcomardo],"24/Oct/18 11:10 AM;syncbot;➤ {color:#999999}_Saul Maddox commented:_{color}

In regards to the SSR widget it seems that the publisher that is assigned to the widget is ""www.collegechoice.net"" and not just ""collegechoice.net"". There is no www.","24/Oct/18 1:19 PM;syncbot;➤ {color:#999999}_Dave@Cafeto commented:_{color}

So completing here:

This site is an affiliate, we don't have access to their WP or GH. 
As such, the changes will have to be done by their teams.
Formatting has to be corrected, maybe restored to a previous version.
And as for the QDF widget, the code that gets the SSR has to change the requested slug to 'collegechoice.net'  (remove the"" www.""). 

I'll forward this to [Shilpa Shyam](https://app.asana.com/0/231159015628484/list), since it concerns an affiliate.","24/Oct/18 1:25 PM;syncbot;➤ {color:#999999}_Shilpa Shyam commented:_{color}

Sounds like this is complete now? Let me know if any action is necessary on my part. marking complete otherwise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
